payment_id,order_id,payment_status,cashback_applied
8952427,455772,Success,1
8313632,849923,Success,0
3177667,924911,Success,0
7558588,391860,Failed,0
5720776,899652,Success,1
4663953,417645,Success,0
9820144,513064,Success,0
6938942,980096,Success,1
1173197,607243,Success,0
1247050,594668,Success,0
6462064,790982,Success,0
4829721,704020,Success,0
8768334,631607,Success,0
3910245,790912,Failed,0
4353517,371818,Success,1
5552948,831663,Success,1
8107822,717456,Success,0
2512159,465004,Success,1
8460708,747469,Success,0
8140562,523387,Success,1
3459760,147111,Success,0
4740168,993419,Success,0
2867709,266911,Success,0
4449160,211380,Success,1
4325703,812321,Success,0
7884809,439381,Success,0
2923779,342781,Success,0
1208554,947831,Success,0
5344883,868236,Success,0
5749869,348111,Success,0
2562856,282450,Success,1
8302666,502740,Success,0
6027633,540460,Failed,0
3302117,167496,Success,0
4356275,741627,Success,0
2663323,220034,Success,0
7527837,987936,Success,1
6854678,176421,Success,0
5630877,900432,Success,0
5826896,735996,Success,0
2951260,981516,Success,0
4298860,282522,Success,0
8713605,212890,Success,1
3997704,571345,Success,0
8783319,239687,Success,0
8883082,701651,Success,1
7515624,309436,Success,0
9780505,364760,Success,0
7073557,558767,Success,0
8996168,399986,Success,0
8050176,310965,Success,0
1530933,269963,Success,0
8079814,953370,Success,0
4496845,947954,Success,0
5211213,301636,Failed,0
5904273,710384,Success,0
4020918,759675,Success,0
1755023,200879,Success,0
5654724,134853,Success,0
8190159,247390,Success,0
2165369,105490,Success,0
8942023,912002,Success,0
6499467,695900,Success,0
6707288,175460,Success,0
2679177,294305,Success,1
9583174,865436,Success,0
8405132,863660,Success,0
1331732,653810,Success,1
2451944,299372,Success,0
9294894,317553,Success,0
4167297,967776,Success,0
3892988,625179,Success,0
6029469,473801,Success,1
4066071,685836,Success,0
1690824,244570,Success,0
3830317,170416,Success,0
5815583,548278,Success,0
4677442,494388,Success,1
8470832,174310,Success,0
6161551,181939,Success,0
5472951,920392,Success,1
5484870,412713,Success,0
2304754,223655,Success,0
9325026,341773,Success,0
3822234,730707,Failed,0
4674617,446994,Success,0
5507505,334903,Success,0
6794019,403978,Success,0
8187370,968376,Success,0
6624412,509391,Success,0
4294552,475290,Success,0
9405102,265531,Success,0
7521659,178409,Success,0
5287055,703304,Success,0
8526850,994640,Success,0
1180862,740939,Success,0
3776760,427406,Success,0
7021936,748696,Success,0
5922802,672461,Success,0
9993698,216260,Success,0
7202924,593856,Success,1
4781492,375831,Success,0
7350181,131434,Success,0
3295382,454466,Success,0
8013238,373553,Success,0
1695624,450791,Success,0
5712283,901883,Success,1
8845202,246054,Success,0
3901730,673662,Success,0
4319539,869521,Success,0
9652307,894133,Failed,0
8279188,165356,Success,0
5466437,617530,Success,0
2060643,944797,Success,0
1202801,739633,Success,0
1053903,975564,Success,0
6685858,946712,Success,0
4810718,462645,Success,0
9403033,536459,Success,0
6657548,875201,Success,1
6250468,678211,Success,0
9081732,235753,Success,0
5494899,858466,Success,0
3925629,209116,Success,0
2532938,620719,Success,0
7556784,336186,Success,0
5672909,467271,Success,1
4933516,600792,Success,0
6390302,919506,Success,0
1268493,338818,Success,1
1545282,158045,Success,0
4697270,911192,Success,0
9001986,950775,Success,0
9952834,497817,Success,0
2302794,816801,Success,0
5393118,118973,Success,0
8169593,605595,Success,0
1837366,505929,Success,0
6112432,495552,Failed,0
9199507,231320,Success,0
7888141,835405,Success,0
2574763,676239,Success,0
5925790,223724,Success,0
4726705,745559,Success,0
8643879,485570,Success,0
9475662,303052,Success,0
9766939,557729,Success,0
5394356,160736,Success,0
5627279,343304,Success,0
4561445,717210,Success,0
8667798,338158,Success,0
1859485,883785,Success,0
7646785,946971,Failed,0
7294416,662264,Success,1
2381677,148003,Success,0
8572769,115622,Failed,0
6895559,854793,Success,0
7973244,952095,Success,0
5301799,180333,Success,0
7947341,232871,Success,0
8840896,289365,Success,0
3204083,145843,Success,0
7504517,466652,Success,0
4923185,787036,Success,1
7780212,356108,Success,0
2126482,236017,Success,1
7169703,517143,Success,1
5981736,789525,Success,0
2461763,788484,Failed,0
9715213,180088,Success,0
7253992,670054,Success,0
9682699,618970,Success,0
1563010,870932,Success,0
2003453,474297,Success,0
3502367,330987,Success,0
8596915,847775,Success,0
8975518,484757,Success,0
3800740,678190,Success,0
2845435,652436,Success,0
1186109,380531,Success,0
9674209,831666,Success,1
6168480,627900,Success,1
6612339,156620,Success,0
1688028,530790,Success,0
8623936,752079,Success,0
7460213,393374,Success,0
1342823,243792,Success,0
5866331,646302,Success,0
4962575,419751,Success,0
7095849,679826,Success,0
7910492,228710,Success,0
8187437,860124,Success,0
1558114,926215,Success,0
6661654,137609,Success,0
1612451,832264,Success,0
4823420,781478,Success,0
5160391,575804,Success,0
8452557,122323,Success,0
5479668,976950,Success,1
8127058,383428,Success,0
9542892,716814,Success,1
5121274,415005,Success,0
4544590,188597,Success,0
1453819,392649,Success,0
7649784,739366,Success,1
9104183,501172,Success,0
8382505,565588,Success,0
4539830,335351,Success,0
1373346,497753,Success,0
7787248,791982,Success,0
8902122,658358,Success,0
3017338,792482,Success,0
3275650,132826,Success,0
4070841,900059,Success,0
4077109,127254,Success,0
8056995,738309,Success,0
7883903,452550,Success,0
8975467,968386,Success,0
5717908,375285,Success,0
2363690,889911,Success,0
1270862,327062,Success,1
9588269,128673,Success,1
8585347,861042,Failed,0
9524255,751721,Success,0
9507167,548317,Success,0
8229435,864649,Success,0
6521328,871137,Success,0
4657936,159893,Success,0
9428560,214515,Success,0
6527931,506963,Success,0
1783342,810902,Success,0
7496319,660737,Success,1
8897508,544423,Success,1
4443459,854157,Success,0
7957679,906367,Success,0
4428429,372735,Success,0
6111680,499812,Success,0
3838033,881853,Success,0
9640891,349799,Success,0
9450935,115920,Success,0
9079535,938429,Success,0
7707613,387721,Success,1
1403834,669171,Success,0
6283356,453928,Success,0
6413216,745448,Success,0
1367543,479264,Success,0
6078183,791252,Failed,0
3316100,920433,Success,1
3332014,949618,Success,0
2978843,737533,Success,1
8640533,230344,Success,0
1984532,696053,Success,0
5401699,436581,Failed,0
8089840,377366,Success,0
2304420,287469,Success,1
7735594,585201,Success,0
8428647,561278,Success,0
1498946,589097,Success,0
7830591,476149,Success,0
7555766,768722,Success,0
4454978,683646,Success,0
4134303,707723,Success,0
2026635,183410,Success,0
2169844,739975,Success,0
7748117,561834,Success,0
3732325,370539,Success,0
1248806,924952,Success,0
8961905,372148,Success,0
4215485,233402,Success,0
3974790,760957,Success,0
9539102,254037,Success,1
2343722,747966,Failed,0
3679963,151988,Success,0
9229863,220005,Success,0
3013232,140372,Success,1
3582323,817688,Success,0
8024277,561697,Success,1
6416661,432749,Success,0
4423785,680290,Success,1
4915473,849259,Success,0
8778765,369950,Success,0
2517281,811341,Success,0
8676266,470498,Failed,0
1101935,853212,Success,1
9957245,729752,Success,0
8094894,466718,Success,1
6166727,181242,Success,1
5402585,565371,Success,0
3879233,635859,Success,0
7798549,348490,Success,0
5897885,441614,Success,0
3646355,489398,Success,0
1506789,962656,Success,0
4460247,536175,Success,0
9985243,773067,Success,0
4932873,396835,Success,1
2461262,125894,Success,0
4983000,736450,Success,0
6483380,477788,Success,0
6074887,527963,Success,0
1323425,783648,Success,0
2895065,593549,Success,0
5735821,752126,Success,0
7019539,268100,Success,0
8022049,146777,Success,1
8543726,257352,Success,0
1449361,719946,Success,0
7381740,211392,Success,0
4013728,321752,Success,1
2065510,428315,Success,0
6703894,850537,Success,0
8368372,878088,Success,1
4185169,921524,Success,0
1033416,847467,Success,0
7171740,325306,Success,0
5336298,971080,Success,0
9900345,134183,Success,0
3724721,861538,Success,0
5555926,499601,Success,0
4892318,780748,Success,0
9600498,181066,Success,0
5662993,335490,Success,0
5116418,760943,Success,0
1911061,665148,Success,0
3461185,227131,Success,0
2264074,653392,Success,0
8816646,153929,Success,0
2873109,595273,Success,1
7950553,649923,Success,0
8910054,562440,Success,0
9422127,382258,Failed,0
1093623,976618,Success,0
7482122,407301,Success,0
7323419,354880,Success,1
5547956,904932,Success,0
4721085,342106,Success,1
2910887,430108,Success,0
6766997,221023,Success,0
9853402,352755,Success,0
1869144,868394,Success,0
2727317,529838,Success,1
7368860,183561,Success,0
5237886,687681,Success,0
3380969,479895,Success,0
9573194,607672,Success,0
2562858,341539,Success,0
6512449,924499,Success,0
1024707,340924,Success,0
4350630,968033,Success,0
8529082,231366,Success,0
1778149,663731,Success,0
2919945,914165,Success,0
8985182,527417,Success,0
1912667,713160,Success,0
3618519,244850,Success,0
7916680,372922,Failed,0
6005378,400820,Success,0
1713556,429089,Success,0
8487110,185465,Success,0
1804032,541474,Success,0
4415624,255607,Success,0
1521567,618206,Success,0
9609689,910176,Success,0
1527567,288655,Success,1
9683574,576126,Success,0
2100417,274872,Success,0
8621244,538960,Success,0
3673181,902694,Success,0
7746305,592684,Success,0
3520317,205901,Failed,0
9869982,135730,Success,0
3778380,552376,Success,1
7956154,823566,Success,0
3916773,176561,Success,0
5965761,639908,Failed,0
6018860,655021,Success,0
9834501,506967,Success,0
6473549,542875,Success,0
1506516,233644,Success,0
1322802,830782,Success,0
8677980,353162,Failed,0
3471370,407643,Success,0
9662750,453169,Success,0
9516825,964776,Success,0
6685447,452993,Success,0
4084503,738328,Success,0
8833729,213006,Success,0
5623969,147435,Success,1
2490107,874633,Success,0
2262686,472200,Success,0
8028787,528736,Success,0
1036611,571600,Success,1
8096466,975356,Success,0
2884639,403343,Success,0
7457188,600281,Success,0
2848491,241144,Success,0
3877133,292362,Success,0
8923004,903162,Success,0
7813974,959943,Success,1
7575211,634117,Success,0
3221835,259652,Success,0
1260986,108161,Success,0
1555218,721856,Success,0
9898363,806642,Success,0
3239236,575557,Success,0
1280902,436002,Success,0
5028339,285306,Success,0
3014052,857630,Success,0
8655267,392866,Success,0
1953257,201605,Success,0
3939875,411792,Success,0
8067892,457687,Success,0
4265153,691534,Success,0
5438623,650705,Success,0
5707871,632915,Success,1
5518498,547416,Success,0
4663171,438480,Success,0
6470438,434053,Success,1
7400259,287082,Success,0
4085001,143971,Success,0
5246007,870310,Success,0
6603722,551451,Success,1
9756375,391772,Success,0
9129449,745374,Success,0
1098476,204298,Success,0
2362695,398624,Success,0
3997127,224309,Success,0
1183744,387150,Success,0
5953222,560237,Success,0
3392501,277545,Success,1
6003915,372031,Failed,0
3723047,890069,Failed,0
7273588,342928,Success,0
4606256,392163,Success,0
7842115,200638,Success,0
1311508,678985,Success,0
2510365,633408,Success,0
3620770,277054,Success,0
4738448,141675,Success,0
8692845,666052,Success,1
7110796,937803,Success,0
5171554,106988,Success,0
1150238,972944,Success,0
4064184,127029,Success,0
5467103,313008,Success,0
8572382,698910,Success,0
7795930,867651,Success,0
1986479,646196,Success,0
5193055,971406,Success,0
7320355,409268,Failed,0
8530609,214939,Success,0
1012904,840632,Success,0
3212229,985778,Success,1
5926528,565992,Success,0
5064835,553263,Success,0
7298714,243464,Success,1
6339266,222119,Success,0
3230658,942678,Success,0
6173064,880431,Success,0
1705123,333247,Failed,0
6904415,177961,Success,1
6953559,264340,Success,0
4729673,451626,Success,0
8128878,575491,Success,0
5292319,871250,Success,0
9409280,804728,Success,1
2328070,177687,Success,0
9938707,821354,Failed,0
8375522,140220,Success,0
7160874,205317,Success,0
5670464,839354,Success,0
1272937,646619,Success,0
5078064,299647,Success,0
7712695,685283,Success,1
5563021,978323,Success,0
9556729,756493,Success,1
3464073,765318,Success,0
2994080,108357,Success,0
6910246,243523,Success,0
8579433,494483,Success,0
9361982,330906,Failed,0
5173662,305183,Success,0
9686751,592951,Success,0
7198152,608042,Success,0
5637981,296193,Success,0
7711989,238193,Success,0
7897346,765607,Success,0
3554669,193020,Success,0
4314934,998794,Success,0
3133610,885851,Success,1
4872535,103353,Success,0
8178761,170528,Success,0
1644922,684829,Success,0
7394795,318677,Success,0
7765112,286767,Success,0
8777795,538471,Success,0
9874133,375852,Success,0
7840953,498763,Success,0
5759760,712262,Success,0
2236315,768692,Success,0
3170095,607755,Success,0
7255103,788852,Success,0
6207848,414678,Success,0
9130270,343157,Success,0
3922248,406305,Success,0
3263052,608622,Success,0
1847211,935448,Success,0
5304568,511262,Success,0
4120482,474475,Success,0
9798556,604322,Success,0
7491970,201222,Success,0
4095713,217825,Success,0
3781420,891634,Success,0
7890888,401225,Success,0
3161087,568894,Success,0
1185885,359413,Success,0
7439626,545503,Success,0
7995308,284753,Success,0
7679934,434397,Success,0
2219224,219051,Success,0
8611905,830824,Success,0
7848147,839056,Success,0
3968237,911264,Success,0
4173306,607236,Success,0
6783989,943811,Success,1
7324261,612936,Success,0
3589058,532016,Success,0
5159882,346268,Failed,0
4612742,405062,Success,0
6379048,632139,Failed,0
9010436,992325,Success,0
7707820,528873,Success,0
9636371,689569,Success,0
8784482,438891,Success,0
9311973,807777,Success,0
8565514,531204,Success,0
4142222,948330,Success,0
7243958,545853,Success,0
8278431,373363,Success,1
1207321,157287,Success,1
6051751,609089,Success,0
3037056,329583,Success,0
5144963,147844,Success,0
5274951,569380,Failed,0
9811257,332060,Success,0
3896864,274624,Success,1
1819663,316217,Success,1
9778800,755660,Success,0
5218944,743095,Success,0
5144296,445698,Success,0
2604667,734347,Failed,0
6492367,120887,Success,0
4357826,122143,Success,0
9856360,497607,Success,0
4180949,918343,Success,0
2419986,449477,Success,0
3596406,469833,Success,0
3114847,903222,Success,0
7752006,166547,Success,0
1165147,151605,Success,0
1492091,320686,Success,0
1074138,661483,Failed,0
2115660,264618,Success,0
5858562,661720,Success,0
5991068,852689,Failed,0
1833330,404283,Success,0
8825067,269244,Success,0
7692367,492041,Success,0
3462796,533476,Success,0
2129757,679811,Success,0
6116374,360784,Success,0
4805556,114303,Success,0
1566326,986552,Failed,0
5768827,891802,Success,0
2186433,652133,Success,0
4652855,929783,Success,0
6041872,144339,Success,1
2983214,396841,Success,0
1279888,125422,Success,1
4424653,762233,Success,0
9666878,821493,Success,0
9316569,135418,Success,0
6392149,229648,Success,0
3555266,922139,Success,0
8886588,787106,Success,1
3221223,237566,Success,0
1556534,876497,Success,0
8294376,383114,Success,0
6489924,189041,Success,0
7438163,177479,Success,0
5984891,857190,Success,0
3680477,899419,Success,0
3272177,535557,Success,0
5980341,115457,Success,1
6528202,970581,Success,0
3538924,734254,Success,0
1933001,259223,Success,1
9700499,871619,Success,0
4064382,931122,Failed,0
4918020,303721,Success,0
6651130,735113,Failed,0
4894453,427354,Success,0
1519762,439452,Success,0
9128213,637243,Success,0
8157599,124570,Success,0
8182446,387361,Success,0
2716391,312511,Success,1
5379168,377107,Success,0
7722274,494873,Success,0
3098869,550399,Success,1
1569674,333049,Success,0
7207931,688247,Success,0
7749444,606828,Success,0
9958162,837022,Success,0
3209703,631201,Success,0
1072374,500984,Success,1
2429000,621178,Success,0
8950019,512766,Success,1
7115217,899749,Success,0
5127277,849290,Success,0
1046609,574239,Success,0
8525754,705950,Success,1
7853344,516650,Success,0
7862554,343390,Success,0
2686177,690509,Success,0
9828041,774044,Success,0
8224494,448583,Success,0
6590261,187697,Success,0
9057960,688130,Success,0
3565826,317770,Success,0
5871762,613604,Success,0
1112869,362111,Success,0
6194563,248195,Success,0
5159219,746435,Success,0
6156538,596516,Success,0
9233461,858154,Success,0
5322272,694164,Success,0
3021922,343720,Success,0
3740840,364266,Success,0
6334947,426584,Success,0
4783905,454280,Success,0
2217062,257928,Success,0
4257651,437057,Success,0
9089333,692772,Success,0
6297381,526282,Success,1
7789809,105842,Success,0
2626268,823934,Success,0
1213619,891714,Success,1
1869559,933298,Success,0
9324865,672091,Success,0
9224056,428221,Success,0
9319285,347190,Success,1
4295872,583783,Success,0
3844715,606458,Success,0
2229343,681757,Success,0
9327019,875615,Success,0
6865513,185390,Success,1
2042030,210146,Success,0
4787552,833222,Success,0
8030386,493935,Success,0
2445541,893653,Success,0
4008803,269966,Success,0
1754781,884490,Success,0
3459753,558858,Success,0
6595636,219185,Success,0
2190891,544787,Failed,0
4326518,279015,Success,0
9650943,942167,Success,1
9124857,610859,Success,0
4244314,885376,Success,0
4522665,673660,Success,0
8711175,518807,Success,0
1676369,411166,Success,0
4185612,556633,Success,0
6004139,854914,Failed,0
4084465,809553,Success,0
5931213,647860,Success,1
6209474,744979,Success,0
5614769,489684,Success,0
8525486,781805,Success,0
5808537,248391,Success,0
1001433,648668,Success,0
5545511,314393,Success,0
9277581,743825,Success,0
8235206,489287,Success,1
1430716,733882,Success,0
8447933,595043,Success,0
9968178,320848,Success,0
7979033,446215,Success,1
3158737,883039,Success,1
4783139,241913,Success,0
6288400,649850,Success,0
2102077,969697,Failed,0
1086205,110298,Failed,0
8892606,536525,Success,0
7938030,257652,Success,1
6391404,170304,Success,0
2278697,426988,Success,0
2196088,296790,Success,0
8905709,827759,Success,0
1572371,663852,Success,1
6994162,447115,Success,0
2507070,164076,Success,0
9108785,591461,Success,1
5007947,264052,Success,0
3792713,467476,Success,0
6823594,686317,Success,0
2316290,337009,Success,0
5496034,759367,Success,0
6900131,397992,Success,0
7434509,546867,Success,0
4231051,864750,Success,0
5291498,485115,Failed,0
1621418,904246,Success,0
2231020,367124,Success,0
6939432,791397,Success,0
9537648,181239,Success,0
1024421,259825,Success,0
6776616,866150,Success,1
6810230,393586,Success,1
2326301,375710,Success,0
2601153,207292,Failed,0
6384831,935593,Success,0
8581485,715846,Success,0
5371673,903266,Success,0
5550794,446198,Success,0
7583389,909478,Success,0
7136189,390704,Success,1
5175452,873078,Success,0
2962483,745804,Success,0
7683567,596403,Failed,0
1786700,276264,Success,0
9252661,921417,Success,0
8932181,326957,Success,0
1045178,942377,Success,0
1848565,253607,Success,0
5782453,272824,Success,0
1189715,100258,Failed,0
5124342,181566,Success,0
1211417,154724,Success,0
6225807,636561,Success,0
6350811,561047,Success,0
6230435,797137,Success,0
2966787,442978,Success,0
5635400,624681,Success,0
1308281,222994,Success,0
5171563,687354,Success,0
3510061,495637,Success,0
3989885,504257,Failed,0
2366250,597526,Success,1
1404895,426905,Success,0
4506540,647341,Success,0
7419280,656464,Success,0
7604455,734787,Success,0
3689700,324289,Success,0
1669504,764555,Success,0
5002161,391228,Success,0
9619152,249824,Success,1
7236875,558482,Failed,0
7699816,563100,Success,0
5675830,828864,Success,0
1353022,362709,Failed,0
8462774,226080,Success,0
9962023,556564,Success,0
1208835,465093,Success,0
3542616,126524,Success,0
7572342,483450,Success,0
6397162,588715,Success,0
3641536,802586,Success,0
6669795,863878,Success,0
2519059,324164,Success,0
7411187,686986,Success,0
5739304,300261,Success,0
8337169,492383,Success,0
4466954,883945,Success,0
4417916,305349,Success,0
4971670,478526,Success,0
6746964,304355,Success,0
8004884,714663,Success,0
3217128,444406,Success,0
4356911,486785,Success,0
1931030,366086,Success,0
4185548,113625,Success,0
8858829,386290,Success,0
6032846,778657,Success,0
5423264,772844,Success,0
1346701,517641,Success,0
9441247,829283,Failed,0
9509886,365329,Success,0
1896268,755643,Success,0
8247800,699975,Success,0
9176913,131904,Success,1
1714231,852908,Failed,0
9482377,593679,Success,0
9102857,762951,Success,0
1714040,614117,Success,0
3821719,596446,Success,0
1688306,779003,Success,0
2971062,672089,Success,0
2554516,208933,Success,1
5733649,487484,Success,1
4730545,742693,Success,0
2323064,847960,Success,0
2541415,839916,Success,0
4350278,285501,Success,1
3437048,992278,Success,0
7539718,186847,Success,0
7351389,974579,Success,0
2682083,225228,Success,0
2614782,564915,Success,0
6625161,845108,Success,0
5625093,429500,Success,0
6679143,999563,Success,0
1789295,390956,Success,0
6753078,303614,Success,0
3734843,743829,Success,0
7699825,117484,Success,0
5042786,977944,Success,0
4128459,989433,Success,0
3001603,431853,Success,0
2869625,843764,Success,0
7765880,484047,Success,1
1542718,114859,Success,0
5953785,796773,Success,0
8630644,536604,Success,0
3666440,800157,Success,0
3461889,164470,Success,1
1303490,302312,Success,1
6260319,898273,Success,0
4789810,379588,Failed,0
8891729,280968,Success,0
1117615,146670,Success,0
8986773,738088,Success,0
9009561,822171,Success,0
5574086,529131,Success,0
7096143,766160,Success,0
5672721,983031,Success,0
5970516,103381,Success,0
9057219,387061,Success,0
1951354,467719,Success,0
9922502,458038,Success,0
3308320,695772,Success,0
4299848,830115,Success,0
2340973,693692,Success,0
8445611,585496,Success,0
2065746,221909,Success,0
5853236,194960,Success,0
7549850,864989,Success,1
2231929,294677,Success,0
6686779,719864,Success,0
5091641,121084,Success,0
5568424,277561,Success,0
8066975,110945,Success,0
9152344,768934,Success,0
7500935,582711,Success,0
7848024,859459,Success,0
3219131,422733,Success,0
7835795,813965,Success,0
4016576,300368,Success,0
5164057,892547,Success,0
6481399,239182,Success,0
7307007,155926,Success,0
1046574,840204,Success,0
7095197,286650,Success,0
4893809,247247,Success,0
1228328,430868,Success,0
3313039,336936,Success,1
7448613,297389,Success,0
2236018,308902,Success,0
9969444,409258,Success,1
6053412,831442,Success,0
1275882,377395,Success,0
3176673,613682,Success,1
7274180,706806,Success,0
9156441,465805,Success,0
8523312,773003,Success,0
1099617,571516,Success,0
4625251,761679,Success,0
7513948,972132,Success,1
9672756,138515,Success,0
7732441,713650,Success,0
1812330,263267,Success,0
6547287,696337,Success,0
1869626,836296,Success,0
7599665,950299,Success,1
4967879,934951,Success,0
1696757,317523,Success,0
7647579,833640,Success,0
7640585,678406,Success,0
5004822,879230,Success,0
8280853,382014,Failed,0
1140319,638205,Success,0
7223752,320958,Failed,0
1738479,328856,Success,0
3168718,373516,Success,0
9907054,220898,Success,0
2471865,790311,Success,1
8196331,295481,Success,0
5462435,246606,Success,1
1134457,715326,Success,0
3024725,490366,Success,0
1183693,496267,Success,1
4629844,716972,Success,1
1734871,135494,Success,0
2984167,835354,Success,1
3766710,760049,Success,0
1984860,108281,Success,0
4980521,450971,Success,0
1483393,779352,Success,0
3401866,205075,Success,0
7120940,475394,Success,0
3269212,270651,Success,0
1391001,673338,Success,0
5400534,888576,Failed,0
6686912,560333,Success,0
3652135,746564,Failed,0
4355963,722408,Success,0
8718660,828234,Success,0
7224807,866461,Success,0
8843195,596576,Success,0
7151669,355421,Failed,0
4879986,858510,Success,1
2880959,730133,Success,0
4131852,605998,Success,0
7583768,520639,Success,0
1698939,142078,Success,1
1831126,345684,Success,0
9949741,631586,Success,0
8220628,541435,Success,0
1721385,911673,Success,0
3232174,705540,Success,0
8775711,721885,Success,0
6852176,271993,Success,0
9271111,274467,Success,0
5953905,415183,Success,0
6396907,725843,Success,0
5324991,649543,Success,0
5586124,695578,Failed,0
3299522,246327,Success,0
1735592,795632,Success,0
6352313,926874,Success,0
5795431,194789,Success,0
5723052,931377,Success,0
5786762,248332,Success,0
6526040,462914,Success,0
4777038,515229,Success,0
9620044,582961,Success,0
2519394,790601,Success,0
3086342,310141,Success,0
1273300,280426,Success,0
3026278,422465,Success,1
7531196,293560,Success,0
6836135,557754,Success,0
6878585,859309,Success,0
9881732,261625,Success,0
4546055,913284,Success,0
5754554,105184,Success,1
5747786,267069,Success,0
6539355,204766,Success,0
7679628,676537,Success,1
7813972,513188,Failed,0
3632349,322813,Success,0
3816458,595248,Failed,0
7224257,494570,Success,0
3506651,585998,Success,1
3069435,354533,Success,0
9276594,200479,Success,0
9305419,234744,Success,0
1878000,900109,Failed,0
6283100,240012,Success,0
7835058,910822,Success,0
7373432,396951,Success,0
1202528,807526,Success,1
4938178,545217,Success,0
7851627,512982,Success,0
2720485,175137,Success,0
8046415,612029,Success,0
3341088,876396,Success,0
6194174,128202,Success,0
8097721,738081,Success,0
1511425,905142,Success,0
8510236,456359,Success,0
1175909,963227,Success,0
5971637,740225,Success,0
8531455,181023,Success,0
3588109,341249,Success,0
8073263,624235,Success,0
7813311,146397,Success,0
1269029,416604,Success,0
3199188,197360,Success,0
4300755,502722,Success,0
6927716,288613,Success,0
2055082,258070,Success,0
7139999,426203,Success,0
9455177,808074,Success,0
7126467,604000,Success,0
1455889,373698,Success,0
2191287,288238,Success,0
7282376,517559,Success,0
4339467,642479,Success,0
1073283,211600,Success,0
2138360,945392,Success,0
8402427,463108,Success,0
4865461,868260,Success,0
2512736,787728,Success,1
8099454,524121,Success,0
9339122,946112,Success,1
2575202,268698,Success,0
6302160,234993,Success,0
8100902,631597,Success,0
1905442,819636,Success,1
6819361,112151,Success,0
9834199,785577,Success,0
8382607,521216,Success,0
2037475,908829,Success,0
7264942,417670,Success,0
3163397,371213,Success,0
4007194,764920,Success,1
5289264,941396,Success,1
6070445,572142,Success,1
2259185,490935,Success,0
4509606,596550,Success,0
5115366,451339,Success,0
6476037,661013,Success,0
6160516,217096,Success,0
8421194,287526,Success,0
5451805,657540,Success,0
1949832,502099,Success,0
7297767,807494,Success,1
5432782,257692,Success,0
7129838,453491,Success,0
4586870,841935,Success,0
2628628,370361,Success,0
6366594,639907,Success,0
8843990,744371,Success,0
1912919,577090,Success,0
6357265,150901,Success,0
8721462,395398,Success,0
3065413,227455,Success,0
2341370,613405,Success,0
9803220,484936,Success,0
9917377,728441,Success,1
7674976,487235,Success,0
8293512,546381,Success,1
6038940,807784,Success,0
7788325,904083,Success,0
4603881,124673,Failed,0
8208921,380216,Success,1
6538120,407484,Success,0
7515318,537319,Success,0
3064526,568472,Failed,0
4943509,412143,Success,0
4268340,137345,Success,0
6406778,217108,Failed,0
9302979,867457,Success,0
5426553,657075,Success,0
8717621,515461,Success,1
7643577,283745,Success,0
1116024,660972,Success,1
7278962,232177,Success,1
8863605,251670,Success,0
1825036,617420,Success,0
4116123,388039,Success,0
5074974,580280,Success,0
9024017,747224,Success,0
8953202,965674,Failed,0
2488175,975474,Success,0
5451988,868278,Success,0
5099691,648991,Success,1
1100313,580687,Success,0
2682110,180253,Success,0
4113995,490904,Success,1
3750497,253878,Success,1
1428379,858970,Success,0
7037796,951943,Success,1
8255921,206034,Success,0
9201859,637533,Success,0
5058333,182590,Success,0
4640888,767671,Success,0
4181861,416655,Success,1
3410155,520205,Success,0
9037259,292864,Success,1
4568537,369335,Success,0
3235755,784610,Success,0
4528807,183134,Failed,0
7792633,554489,Success,0
5850223,932196,Success,1
5346578,698626,Success,0
1669715,417929,Success,0
4121288,639009,Success,0
3237600,995739,Success,0
6404948,355592,Success,0
5027757,937764,Success,0
3749208,492415,Success,0
7623361,897671,Success,0
8720695,883149,Success,0
7309274,916116,Success,1
4134515,390302,Success,0
5333341,804055,Failed,0
3773909,733992,Failed,0
8370164,290065,Success,0
8942296,398752,Success,0
4972124,105296,Success,0
3675188,317198,Success,0
4755317,920039,Success,0
9974426,789137,Success,0
6673177,388115,Success,0
3360409,584904,Success,0
1784068,928645,Success,0
3292785,433614,Success,1
4997984,332074,Success,0
4059508,118950,Success,0
1363916,440377,Success,0
2575728,166817,Success,0
5217157,401813,Success,0
1002231,846621,Success,0
2094858,967146,Success,1
8101457,716472,Success,0
4169197,724144,Success,0
4824419,667759,Success,0
3939153,598705,Success,0
9661501,684745,Success,0
5679170,459609,Success,0
5921346,463191,Success,0
3320290,565969,Success,0
4563779,584387,Success,1
5981531,878642,Success,0
9298749,320869,Success,1
2184506,831618,Success,0
9812589,805676,Success,0
3505690,368113,Success,0
1152551,133833,Success,1
9107948,993692,Failed,0
6559959,182427,Success,0
6386864,610172,Success,0
2411026,462072,Success,1
6507216,317633,Success,0
5508524,655317,Success,0
6739427,418801,Success,0
3127983,887331,Success,1
7526404,573431,Success,0
1966014,590083,Success,0
8425018,263473,Success,0
6429232,713350,Success,1
8321870,754589,Success,0
2165010,535571,Success,0
4384627,124545,Success,0
4710067,397677,Success,0
3085694,880195,Success,0
1494163,346120,Success,0
1063420,663706,Success,0
7599278,496811,Success,0
5770534,990941,Success,0
5124760,201690,Success,1
4580997,328909,Success,0
3595862,216006,Success,0
4092125,403404,Success,0
8256078,266846,Success,0
3525773,915293,Success,0
